,Day,Train mean,New mean,Train std,New std,t-statistic,p-value
0,data/data_daily/kafka_ratings_20230324.csv,4.07968822814536,4.079283378107449,0.7411629902325011,0.7497461156271674,0.1810990864699304,0.8562898841761639
1,data/data_daily/kafka_ratings_20230323.csv,4.07968822814536,4.077991146297611,0.7411629902325011,0.7431605589508319,0.7377800193907477,0.4606485558078562
